t_sec,presence,proximity,gaze,sws
1784311919.8,0.55,1.00,0.91,79.1
1784311920.8,0.53,1.00,0.91,78.4
1784311921.8,0.51,1.00,0.90,77.6
1784311922.8,0.50,1.00,0.90,77.0
1784311923.8,0.50,1.00,0.90,77.0
1784311924.8,0.50,1.00,0.90,77.0
1784311925.8,0.50,1.00,0.90,77.0
1784311926.8,0.50,1.00,0.90,77.0
1784311927.8,0.50,1.00,0.90,77.0
1784311928.8,0.50,1.00,0.90,77.0
1784311929.8,0.50,1.00,0.90,77.0
1784311930.8,0.50,1.00,0.90,77.0
1784311931.8,0.50,1.00,0.90,77.0
1784311932.8,0.50,1.00,0.90,77.1
1784311933.8,0.52,1.00,0.90,77.9
1784311934.8,0.54,1.00,0.90,78.5
1784311935.8,0.55,1.00,0.87,78.3
1784311936.8,0.57,1.00,0.85,78.4
1784311937.8,0.59,1.00,0.86,79.1
1784311938.8,0.60,0.98,0.86,79.5
1784311939.8,0.62,0.97,0.87,79.9
1784311940.8,0.64,0.96,0.87,80.3
1784311941.8,0.65,0.95,0.87,80.6
1784311942.8,0.67,0.94,0.85,80.2
1784311943.8,0.69,0.93,0.83,80.1
1784311944.8,0.70,0.92,0.83,80.6
1784311945.8,0.72,0.91,0.84,81.1
1784311946.8,0.74,0.90,0.84,81.6
1784311947.8,0.75,0.89,0.85,82.1
1784311948.8,0.77,0.88,0.84,82.5
1784311949.8,0.79,0.87,0.83,82.4
1784311950.8,0.80,0.86,0.81,82.4
1784311951.8,0.82,0.86,0.82,83.0
1784311952.8,0.83,0.85,0.82,83.5
1784311953.8,0.83,0.85,0.82,83.5
1784311954.8,0.83,0.85,0.82,83.5
1784311955.8,0.83,0.85,0.82,83.5
1784311956.8,0.83,0.85,0.82,83.5
1784311957.8,0.83,0.85,0.82,83.5
1784311958.8,0.83,0.85,0.82,83.5
1784311959.8,0.83,0.85,0.82,83.5
1784311960.8,0.83,0.85,0.82,83.5
1784311961.8,0.83,0.85,0.82,83.5
1784311962.8,0.83,0.85,0.82,83.4
1784311963.8,0.81,0.85,0.82,82.5
1784311964.8,0.80,0.85,0.82,81.7
1784311965.8,0.78,0.84,0.83,81.5
1784311966.8,0.76,0.84,0.85,81.2
1784311967.8,0.75,0.84,0.84,80.4
1784311968.8,0.73,0.85,0.84,79.8
1784311969.8,0.71,0.85,0.84,79.3
1784311970.8,0.70,0.86,0.83,78.7
1784311971.8,0.68,0.87,0.83,78.3
1784311972.8,0.66,0.88,0.85,78.6
1784311973.8,0.65,0.89,0.87,78.7
1784311974.8,0.63,0.90,0.87,78.3
1784311975.8,0.61,0.91,0.86,77.8
1784311976.8,0.60,0.92,0.86,77.4
1784311977.8,0.58,0.94,0.86,77.0
1784311978.8,0.56,0.95,0.86,76.7
1784311979.8,0.55,0.96,0.88,77.2
1784311980.8,0.53,0.98,0.91,77.7
1784311981.8,0.51,0.99,0.90,77.4
1784311982.8,0.50,1.00,0.90,77.0
1784311983.8,0.50,1.00,0.90,77.0
1784311984.8,0.50,1.00,0.90,77.0
1784311985.8,0.50,1.00,0.90,77.0
1784311986.8,0.50,1.00,0.90,77.0
1784311987.8,0.50,1.00,0.90,77.0
1784311988.8,0.50,1.00,0.90,77.0
1784311989.8,0.50,1.00,0.90,77.0
1784311990.8,0.50,1.00,0.90,77.0
1784311991.8,0.50,1.00,0.90,77.0
1784311992.8,0.50,1.00,0.90,77.0
1784311993.8,0.52,0.98,0.90,77.3
1784311994.8,0.54,0.97,0.91,77.9
1784311995.8,0.55,0.97,0.91,78.6
1784311996.8,0.57,0.98,0.91,79.4
1784311997.8,0.59,0.98,0.91,80.0
1784311998.8,0.60,0.98,0.88,80.0
1784311999.8,0.62,0.98,0.87,80.1
1784312000.8,0.64,0.97,0.87,80.7
1784312001.8,0.65,0.96,0.87,81.1
1784312002.8,0.67,0.95,0.88,81.5
1784312003.8,0.69,0.94,0.88,82.0
1784312004.8,0.70,0.93,0.88,82.3
1784312005.8,0.72,0.92,0.86,82.1
1784312006.8,0.74,0.91,0.84,82.0
1784312007.8,0.75,0.90,0.85,82.5
1784312008.8,0.77,0.89,0.85,83.0
1784312009.8,0.79,0.88,0.85,83.5
1784312010.8,0.80,0.88,0.85,84.0
1784312011.8,0.82,0.87,0.85,84.4
1784312012.8,0.83,0.86,0.84,84.4
1784312013.8,0.83,0.86,0.84,84.4
1784312014.8,0.83,0.86,0.84,84.4
1784312015.8,0.83,0.86,0.84,84.4
1784312016.8,0.83,0.86,0.84,84.4
1784312017.8,0.83,0.86,0.84,84.4
1784312018.8,0.83,0.86,0.84,84.4
1784312019.8,0.83,0.86,0.84,84.4
1784312020.8,0.83,0.86,0.84,84.4
1784312021.8,0.83,0.86,0.84,84.4
1784312022.8,0.83,0.86,0.84,84.3
1784312023.8,0.81,0.87,0.84,83.8
1784312024.8,0.80,0.87,0.83,83.1
1784312025.8,0.78,0.87,0.83,82.2
1784312026.8,0.76,0.87,0.83,81.3
1784312027.8,0.75,0.86,0.83,80.6
1784312028.8,0.73,0.86,0.84,80.4
1784312029.8,0.71,0.86,0.86,80.1
1784312030.8,0.70,0.86,0.86,79.3
1784312031.8,0.68,0.87,0.85,78.8
1784312032.8,0.66,0.88,0.85,78.3
1784312033.8,0.65,0.89,0.85,77.8
1784312034.8,0.63,0.90,0.85,77.5
1784312035.8,0.61,0.91,0.87,77.8
1784312036.8,0.60,0.92,0.89,78.1
1784312037.8,0.58,0.93,0.89,77.7
1784312038.8,0.56,0.94,0.88,77.3
1784312039.8,0.55,0.96,0.88,76.9
1784312040.8,0.53,0.97,0.87,76.6
1784312041.8,0.51,0.99,0.88,76.4
1784312042.8,0.50,1.00,0.90,77.0
1784312043.8,0.50,1.00,0.90,77.0
1784312044.8,0.50,1.00,0.90,77.0
1784312045.8,0.50,1.00,0.90,77.0
1784312046.8,0.50,1.00,0.90,77.0
1784312047.8,0.50,1.00,0.90,77.0
1784312048.8,0.50,1.00,0.90,77.0
1784312049.8,0.50,1.00,0.90,77.0
1784312050.8,0.50,1.00,0.90,77.0
1784312051.8,0.50,1.00,0.90,77.0
1784312052.8,0.50,1.00,0.90,77.0
1784312053.8,0.52,0.98,0.90,77.2
1784312054.8,0.54,0.97,0.87,76.5
1784312055.8,0.55,0.95,0.85,76.2
1784312056.8,0.57,0.94,0.85,76.6
1784312057.8,0.59,0.94,0.86,77.3
1784312058.8,0.60,0.94,0.86,78.1
1784312059.8,0.62,0.94,0.87,78.9
1784312060.8,0.64,0.94,0.86,79.6
1784312061.8,0.65,0.94,0.84,79.7
1784312062.8,0.67,0.94,0.83,79.9
1784312063.8,0.69,0.94,0.83,80.5
1784312064.8,0.70,0.93,0.83,81.0
1784312065.8,0.72,0.92,0.84,81.5
1784312066.8,0.74,0.91,0.84,82.0
1784312067.8,0.75,0.90,0.84,82.4
1784312068.8,0.77,0.89,0.82,82.2
1784312069.8,0.79,0.88,0.81,82.2
1784312070.8,0.80,0.88,0.81,82.8
1784312071.8,0.82,0.87,0.82,83.3
1784312072.8,0.83,0.86,0.82,83.8
1784312073.8,0.83,0.86,0.82,83.8
1784312074.8,0.83,0.86,0.82,83.8
1784312075.8,0.83,0.86,0.82,83.8
1784312076.8,0.83,0.86,0.82,83.8
1784312077.8,0.83,0.86,0.82,83.8
1784312078.8,0.83,0.86,0.82,83.8
1784312079.8,0.83,0.86,0.82,83.8
1784312080.8,0.83,0.86,0.82,83.8
1784312081.8,0.83,0.86,0.82,83.8
1784312082.8,0.83,0.86,0.82,83.7
1784312083.8,0.81,0.87,0.82,83.2
1784312084.8,0.80,0.88,0.84,83.3
1784312085.8,0.78,0.89,0.85,83.3
1784312086.8,0.76,0.89,0.85,82.8
1784312087.8,0.75,0.90,0.84,82.1
1784312088.8,0.73,0.89,0.84,81.2
1784312089.8,0.71,0.89,0.84,80.4
1784312090.8,0.70,0.89,0.84,79.6
1784312091.8,0.68,0.89,0.86,79.5
1784312092.8,0.66,0.88,0.87,79.3
1784312093.8,0.65,0.89,0.87,78.6
1784312094.8,0.63,0.90,0.87,78.2
1784312095.8,0.61,0.91,0.86,77.7
1784312096.8,0.60,0.92,0.86,77.3
1784312097.8,0.58,0.93,0.86,77.0
1784312098.8,0.56,0.94,0.89,77.5
1784312099.8,0.55,0.96,0.91,77.9
1784312100.8,0.53,0.97,0.91,77.5
1784312101.8,0.51,0.99,0.90,77.2
1784312102.8,0.50,1.00,0.90,77.0
1784312103.8,0.50,1.00,0.90,77.0
1784312104.8,0.50,1.00,0.90,77.0
1784312105.8,0.50,1.00,0.90,77.0
1784312106.8,0.50,1.00,0.90,77.0
1784312107.8,0.50,1.00,0.90,77.0
1784312108.8,0.50,1.00,0.90,77.0
1784312109.8,0.50,1.00,0.90,77.0
1784312110.8,0.50,1.00,0.90,77.0
1784312111.8,0.50,1.00,0.90,77.0
1784312112.8,0.50,1.00,0.90,77.0
1784312113.8,0.52,0.98,0.90,77.3
1784312114.8,0.54,0.97,0.91,77.6
1784312115.8,0.55,0.95,0.91,78.0
1784312116.8,0.57,0.94,0.91,78.2
1784312117.8,0.59,0.93,0.88,77.7
1784312118.8,0.60,0.91,0.86,77.4
1784312119.8,0.62,0.90,0.87,77.8
1784312120.8,0.64,0.90,0.87,78.6
1784312121.8,0.65,0.91,0.87,79.5
1784312122.8,0.67,0.91,0.88,80.3
1784312123.8,0.69,0.91,0.87,81.0
1784312124.8,0.70,0.91,0.85,81.1
1784312125.8,0.72,0.92,0.84,81.4
1784312126.8,0.74,0.91,0.84,82.0
1784312127.8,0.75,0.90,0.85,82.5
1784312128.8,0.77,0.89,0.85,83.0
1784312129.8,0.79,0.88,0.85,83.5
1784312130.8,0.80,0.88,0.85,83.9
1784312131.8,0.82,0.87,0.83,83.8
1784312132.8,0.83,0.86,0.82,83.8
1784312133.8,0.83,0.86,0.82,83.8
1784312134.8,0.83,0.86,0.82,83.8
1784312135.8,0.83,0.86,0.82,83.8
1784312136.8,0.83,0.86,0.82,83.8
1784312137.8,0.83,0.86,0.82,83.8
1784312138.8,0.83,0.86,0.82,83.8
1784312139.8,0.83,0.86,0.82,83.8
1784312140.8,0.83,0.86,0.82,83.8
1784312141.8,0.83,0.86,0.82,83.8
1784312142.8,0.83,0.86,0.82,83.7
1784312143.8,0.81,0.87,0.82,83.1
1784312144.8,0.80,0.88,0.81,82.6
1784312145.8,0.78,0.89,0.81,82.0
1784312146.8,0.76,0.89,0.81,81.6
1784312147.8,0.75,0.90,0.83,81.7
1784312148.8,0.73,0.91,0.84,81.8
1784312149.8,0.71,0.92,0.84,81.3
1784312150.8,0.70,0.92,0.83,80.5
1784312151.8,0.68,0.92,0.83,79.7
1784312152.8,0.66,0.92,0.82,78.8
1784312153.8,0.65,0.92,0.82,78.1
1784312154.8,0.63,0.91,0.85,78.0
1784312155.8,0.61,0.91,0.86,77.8
1784312156.8,0.60,0.92,0.86,77.3
1784312157.8,0.58,0.93,0.86,76.8
1784312158.8,0.56,0.94,0.85,76.4
1784312159.8,0.55,0.96,0.85,76.0
1784312160.8,0.53,0.97,0.85,75.8
1784312161.8,0.51,0.99,0.88,76.4
1784312162.8,0.50,1.00,0.90,77.0
1784312163.8,0.50,1.00,0.90,77.0
1784312164.8,0.50,1.00,0.90,77.0
1784312165.8,0.50,1.00,0.90,77.0
1784312166.8,0.50,1.00,0.90,77.0
1784312167.8,0.50,1.00,0.90,77.0
1784312168.8,0.50,1.00,0.90,77.0
1784312169.8,0.50,1.00,0.90,77.0
1784312170.8,0.50,1.00,0.90,77.0
1784312171.8,0.50,1.00,0.90,77.0
1784312172.8,0.50,1.00,0.90,76.9
1784312173.8,0.52,0.98,0.87,76.2
1784312174.8,0.54,0.97,0.84,75.8
1784312175.8,0.55,0.95,0.85,76.2
1784312176.8,0.57,0.94,0.85,76.6
1784312177.8,0.59,0.93,0.86,77.0
1784312178.8,0.60,0.91,0.86,77.4
1784312179.8,0.62,0.90,0.86,77.7
1784312180.8,0.64,0.89,0.84,77.4
1784312181.8,0.65,0.88,0.82,77.2
1784312182.8,0.67,0.87,0.83,77.8
1784312183.8,0.69,0.88,0.83,78.6
1784312184.8,0.70,0.88,0.83,79.5
1784312185.8,0.72,0.88,0.84,80.4
1784312186.8,0.74,0.88,0.84,81.1
1784312187.8,0.75,0.89,0.82,81.3
1784312188.8,0.77,0.89,0.81,81.6
1784312189.8,0.79,0.88,0.81,82.2
1784312190.8,0.80,0.88,0.81,82.8
1784312191.8,0.82,0.87,0.82,83.3
1784312192.8,0.83,0.86,0.82,83.8
1784312193.8,0.83,0.86,0.82,83.8
1784312194.8,0.83,0.86,0.82,83.8
1784312195.8,0.83,0.86,0.82,83.8
1784312196.8,0.83,0.86,0.82,83.8
1784312197.8,0.83,0.86,0.82,83.8
1784312198.8,0.83,0.86,0.82,83.8
1784312199.8,0.83,0.86,0.82,83.8
1784312200.8,0.83,0.86,0.82,83.8
1784312201.8,0.83,0.86,0.82,83.8
1784312202.8,0.83,0.86,0.82,83.8
1784312203.8,0.81,0.87,0.84,83.9
1784312204.8,0.80,0.88,0.85,83.8
1784312205.8,0.78,0.89,0.85,83.3
1784312206.8,0.76,0.89,0.85,82.8
1784312207.8,0.75,0.90,0.84,82.3
1784312208.8,0.73,0.91,0.84,81.8
1784312209.8,0.71,0.92,0.84,81.4
1784312210.8,0.70,0.93,0.86,81.7
1784312211.8,0.68,0.94,0.88,81.8
1784312212.8,0.66,0.95,0.87,81.4
1784312213.8,0.65,0.95,0.87,80.6
1784312214.8,0.63,0.95,0.87,79.8
1784312215.8,0.61,0.95,0.86,79.0
1784312216.8,0.60,0.95,0.87,78.3
1784312217.8,0.58,0.95,0.89,78.3
1784312218.8,0.56,0.95,0.91,78.3
1784312219.8,0.55,0.96,0.91,77.9
1784312220.8,0.53,0.97,0.91,77.5
1784312221.8,0.51,0.99,0.90,77.2
1784312222.8,0.50,1.00,0.90,77.0
1784312223.8,0.50,1.00,0.90,77.0
1784312224.8,0.50,1.00,0.90,77.0
1784312225.8,0.50,1.00,0.90,77.0
1784312226.8,0.50,1.00,0.90,77.0
1784312227.8,0.50,1.00,0.90,77.0
1784312228.8,0.50,1.00,0.90,77.0
1784312229.8,0.50,1.00,0.90,77.0
1784312230.8,0.50,1.00,0.90,77.0
1784312231.8,0.50,1.00,0.90,77.0
1784312232.8,0.50,1.00,0.90,77.0
1784312233.8,0.52,0.98,0.90,77.3
1784312234.8,0.54,0.97,0.91,77.6
1784312235.8,0.55,0.95,0.90,77.8
1784312236.8,0.57,0.94,0.88,77.3
1784312237.8,0.59,0.93,0.86,77.0
1784312238.8,0.60,0.91,0.86,77.4
1784312239.8,0.62,0.90,0.87,77.8
1784312240.8,0.64,0.89,0.87,78.3
1784312241.8,0.65,0.88,0.87,78.8
1784312242.8,0.67,0.87,0.87,79.1
1784312243.8,0.69,0.86,0.85,78.9
1784312244.8,0.70,0.86,0.83,78.8
1784312245.8,0.72,0.85,0.84,79.4
1784312246.8,0.74,0.85,0.84,80.3
1784312247.8,0.75,0.86,0.85,81.1
1784312248.8,0.77,0.86,0.85,82.0
1784312249.8,0.79,0.86,0.85,82.8
1784312250.8,0.80,0.87,0.83,83.0
1784312251.8,0.82,0.87,0.82,83.3
1784312252.8,0.83,0.86,0.82,83.8
1784312253.8,0.83,0.86,0.82,83.8
1784312254.8,0.83,0.86,0.82,83.8
1784312255.8,0.83,0.86,0.82,83.8
1784312256.8,0.83,0.86,0.82,83.8
1784312257.8,0.83,0.86,0.82,83.8
1784312258.8,0.83,0.86,0.82,83.8
1784312259.8,0.83,0.86,0.82,83.8
1784312260.8,0.83,0.86,0.82,83.8
1784312261.8,0.83,0.86,0.82,83.8
1784312262.8,0.83,0.86,0.82,83.7
1784312263.8,0.81,0.87,0.82,83.1
1784312264.8,0.80,0.88,0.81,82.6
1784312265.8,0.78,0.89,0.81,82.1
1784312266.8,0.76,0.89,0.83,82.3
1784312267.8,0.75,0.90,0.84,82.3
1784312268.8,0.73,0.91,0.84,81.8
1784312269.8,0.71,0.92,0.84,81.3
1784312270.8,0.70,0.93,0.83,80.8
1784312271.8,0.68,0.94,0.83,80.4
1784312272.8,0.66,0.95,0.83,80.0
1784312273.8,0.65,0.97,0.85,80.4
1784312274.8,0.63,0.98,0.87,80.6
1784312275.8,0.61,0.99,0.86,80.1
1784312276.8,0.60,0.99,0.86,79.4
1784312277.8,0.58,0.99,0.86,78.6
1784312278.8,0.57,0.99,0.85,77.7
1784312279.8,0.55,0.99,0.84,76.9
1784312280.8,0.53,0.99,0.87,77.0
1784312281.8,0.52,0.98,0.89,76.8
1784312282.8,0.50,1.00,0.88,76.4
1784312283.8,0.50,1.00,0.88,76.3
1784312284.8,0.50,1.00,0.87,76.1
1784312285.8,0.50,1.00,0.87,76.2
1784312286.8,0.50,1.00,0.91,77.2
1784312287.8,0.50,1.00,0.90,77.0
1784312288.8,0.51,1.00,0.86,76.2
1784312289.8,0.52,1.00,0.85,76.5
1784312290.8,0.54,1.00,0.85,77.0
1784312291.8,0.55,1.00,0.85,77.6
1784312292.8,0.57,1.00,0.85,78.2
1784312293.8,0.59,1.00,0.85,78.9
1784312294.8,0.60,1.00,0.85,79.6
1784312295.8,0.62,1.00,0.86,80.6
1784312296.8,0.64,1.00,0.90,82.7
1784312297.8,0.66,1.00,0.90,83.5
1784312298.8,0.69,1.00,0.86,83.2
1784312299.8,0.71,1.00,0.85,83.9
1784312300.8,0.74,1.00,0.85,84.9
1784312301.8,0.76,1.00,0.85,86.1
1784312302.8,0.79,1.00,0.85,87.3
1784312303.8,0.83,1.00,0.85,88.6
1784312304.8,0.86,1.00,0.85,90.0
1784312305.8,0.90,1.00,0.86,91.8
1784312306.8,0.94,1.00,0.90,94.8
1784312307.8,0.99,1.00,0.90,96.7
1784312308.8,1.00,1.00,0.86,95.7
1784312309.8,1.00,1.00,0.86,95.9
1784312310.8,1.00,1.00,0.87,96.1
1784312311.8,1.00,1.00,0.87,96.2
1784312312.8,1.00,1.00,0.88,96.4
1784312313.8,1.00,1.00,0.88,96.5
1784312314.8,1.00,1.00,0.89,96.6
1784312315.8,1.00,1.00,0.89,96.8
1784312316.8,1.00,1.00,0.90,96.9
1784312317.8,1.00,1.00,0.90,97.0
1784312318.8,1.00,1.00,0.89,96.8
1784312319.8,1.00,1.00,0.90,97.0
1784312320.8,1.00,1.00,0.90,97.0
1784312321.8,1.00,1.00,0.90,97.0
1784312322.8,1.00,1.00,0.90,97.0
1784312323.8,1.00,1.00,0.90,97.0
1784312324.8,1.00,1.00,0.90,97.0
1784312325.8,1.00,1.00,0.90,97.0
1784312326.8,1.00,1.00,0.90,97.0
1784312327.8,1.00,1.00,0.90,97.0
1784312328.8,1.00,1.00,0.90,97.0
1784312329.8,1.00,1.00,0.90,97.0
1784312330.8,1.00,1.00,0.90,97.0
1784312331.8,1.00,1.00,0.90,97.0
1784312332.8,1.00,1.00,0.90,97.0
1784312333.8,1.00,1.00,0.90,97.0
1784312334.8,1.00,1.00,0.90,97.0
1784312335.8,1.00,1.00,0.90,97.0
1784312336.8,1.00,1.00,0.90,97.0
1784312337.8,1.00,1.00,0.90,97.0
1784312338.8,1.00,1.00,0.91,97.2
1784312339.8,1.00,1.00,0.90,97.0
1784312340.8,1.00,1.00,0.90,97.0
1784312341.8,1.00,1.00,0.90,97.0
1784312342.8,1.00,1.00,0.90,97.0
1784312343.8,1.00,1.00,0.90,97.0
1784312344.8,1.00,1.00,0.90,97.0
1784312345.8,1.00,1.00,0.90,97.0
1784312346.8,1.00,1.00,0.90,97.0
1784312347.8,1.00,1.00,0.90,97.0
1784312348.8,1.00,1.00,0.91,97.2
1784312349.8,1.00,1.00,0.90,97.0
1784312350.8,1.00,1.00,0.90,97.0
1784312351.8,1.00,1.00,0.90,97.0
1784312352.8,1.00,1.00,0.90,97.0
1784312353.8,1.00,1.00,0.90,97.0
1784312354.8,1.00,1.00,0.90,97.0
1784312355.8,1.00,1.00,0.90,97.0
1784312356.8,1.00,1.00,0.90,97.0
1784312357.8,1.00,1.00,0.90,97.0
1784312358.8,1.00,1.00,0.90,97.0
1784312359.8,1.00,1.00,0.90,97.0
1784312360.8,1.00,1.00,0.90,97.0
1784312361.8,1.00,1.00,0.90,97.0
1784312362.8,1.00,1.00,0.90,97.0
1784312363.8,1.00,1.00,0.90,97.0
1784312364.8,1.00,1.00,0.90,97.0
1784312365.8,1.00,1.00,0.90,97.0
1784312366.8,1.00,1.00,0.90,97.0
1784312367.8,1.00,1.00,0.90,97.0
1784312368.8,1.00,1.00,0.89,96.8
1784312369.8,1.00,1.00,0.90,97.0
1784312370.8,1.00,1.00,0.90,97.0
1784312371.8,1.00,1.00,0.90,97.0
1784312372.8,1.00,1.00,0.90,97.0
1784312373.8,1.00,1.00,0.90,97.0
1784312374.8,1.00,1.00,0.90,97.0
1784312375.8,1.00,1.00,0.90,97.0
1784312376.8,1.00,1.00,0.90,97.0
1784312377.8,1.00,1.00,0.90,97.0
1784312378.8,1.00,1.00,0.89,96.8
1784312379.8,1.00,1.00,0.90,97.0
1784312380.8,1.00,1.00,0.90,97.0
1784312381.8,1.00,1.00,0.90,97.0
1784312382.8,1.00,1.00,0.90,97.0
1784312383.8,1.00,1.00,0.90,97.0
1784312384.8,1.00,1.00,0.90,97.0
1784312385.8,1.00,1.00,0.90,97.0
1784312386.8,1.00,1.00,0.90,97.0
1784312387.8,1.00,1.00,0.90,97.0
1784312388.8,1.00,1.00,0.89,96.8
1784312389.8,1.00,1.00,0.90,97.0
1784312390.8,1.00,1.00,0.90,97.0
1784312391.8,1.00,1.00,0.90,97.0
1784312392.8,1.00,1.00,0.90,97.0
1784312393.8,1.00,1.00,0.90,97.0
1784312394.8,1.00,1.00,0.90,97.0
1784312395.8,1.00,1.00,0.90,97.0
1784312396.8,1.00,1.00,0.90,97.0
1784312397.8,1.00,1.00,0.90,97.0
1784312398.8,1.00,1.00,0.90,97.0
1784312399.8,1.00,1.00,0.90,97.0
1784312400.8,1.00,1.00,0.90,97.0
1784312401.8,1.00,1.00,0.90,97.0
1784312402.8,1.00,1.00,0.90,97.0
1784312403.8,1.00,1.00,0.90,97.0
1784312404.8,1.00,1.00,0.90,97.0
1784312405.8,1.00,1.00,0.90,97.0
1784312406.8,1.00,1.00,0.90,97.0
1784312407.8,1.00,1.00,0.90,97.0
1784312408.8,1.00,1.00,0.90,97.0
1784312409.8,1.00,1.00,0.90,97.0
1784312410.8,1.00,1.00,0.90,97.0
1784312411.8,1.00,1.00,0.90,97.0
1784312412.8,1.00,1.00,0.90,97.0
1784312413.8,1.00,1.00,0.90,97.0
1784312414.8,1.00,1.00,0.90,97.0
1784312415.8,1.00,1.00,0.90,97.0
1784312416.8,1.00,1.00,0.90,97.0
1784312417.8,1.00,1.00,0.90,97.0
1784312418.8,1.00,1.00,0.90,97.0
1784312419.8,1.00,1.00,0.90,97.0
1784312420.8,1.00,1.00,0.90,97.0
1784312421.8,1.00,1.00,0.90,97.0
1784312422.8,1.00,1.00,0.90,97.0
1784312423.8,1.00,1.00,0.90,97.0
1784312424.8,1.00,1.00,0.90,97.0
1784312425.8,1.00,1.00,0.90,97.0
1784312426.8,1.00,1.00,0.90,97.0
1784312427.8,1.00,1.00,0.90,97.0
1784312428.8,1.00,1.00,0.90,97.0
1784312429.8,1.00,1.00,0.90,97.0
1784312430.8,1.00,1.00,0.90,97.0
1784312431.8,1.00,1.00,0.90,97.0
1784312432.8,1.00,1.00,0.90,97.0
1784312433.8,1.00,1.00,0.90,97.0
1784312434.8,1.00,1.00,0.90,97.0
1784312435.8,1.00,1.00,0.90,97.0
1784312436.8,1.00,1.00,0.90,97.0
1784312437.8,1.00,1.00,0.90,97.0
1784312438.8,1.00,1.00,0.90,97.0
1784312439.8,1.00,1.00,0.90,97.0
1784312440.8,1.00,1.00,0.90,97.0
1784312441.8,1.00,1.00,0.90,97.0
1784312442.8,1.00,1.00,0.90,97.0
1784312443.8,1.00,1.00,0.90,97.0
1784312444.8,1.00,1.00,0.90,97.0
1784312445.8,1.00,1.00,0.90,97.0
1784312446.8,1.00,1.00,0.90,97.0
1784312447.8,1.00,1.00,0.90,97.0
1784312448.8,1.00,1.00,0.91,97.2
1784312449.8,1.00,1.00,0.90,97.0
1784312450.8,1.00,1.00,0.90,97.0
1784312451.8,1.00,1.00,0.90,97.0
1784312452.8,1.00,1.00,0.90,97.0
1784312453.8,1.00,1.00,0.90,97.0
1784312454.8,1.00,1.00,0.90,97.0
1784312455.8,1.00,1.00,0.90,97.0
1784312456.8,1.00,1.00,0.90,97.0
1784312457.8,1.00,1.00,0.90,97.0
1784312458.8,1.00,1.00,0.91,97.2
1784312459.8,1.00,1.00,0.90,97.0
1784312460.8,1.00,1.00,0.90,97.0
1784312461.8,1.00,1.00,0.90,97.0
1784312462.8,1.00,1.00,0.90,97.0
1784312463.8,1.00,1.00,0.90,97.0
1784312464.8,1.00,1.00,0.90,97.0
1784312465.8,1.00,1.00,0.90,97.0
1784312466.8,1.00,1.00,0.90,97.0
1784312467.8,1.00,1.00,0.90,97.0
